target,ids,date,flag,user,text
1,1573406751,Tue Apr 21 01:01:27 PDT 2009,NO_QUERY,ChollieSwaggmor,@DarthShalom i definitely love shoes. u know im 6'2&quot; im about to twitpic the shoes i wore the other day
0,1755408072,Sun May 10 09:03:47 PDT 2009,NO_QUERY,EnnyDorky123,Bye Twitter-erz will be updating somewhere in the week.. wish me luck
0,1752646101,Sat May 09 22:31:43 PDT 2009,NO_QUERY,chelseyann226,my amazing day just got completely ruined
0,1687243538,Sun May 03 08:10:10 PDT 2009,NO_QUERY,LivingLegend700,Heading to work on this rainy day feeling just a little under the weather. Hope I shake it off
1,1467861230,Mon Apr 06 22:32:55 PDT 2009,NO_QUERY,jailynpr,@ben_mayer better be. I don't wanna have to come find u and save the dog. But I would! I'm all 4 the animals . Call off the twit police
0,1677358825,Sat May 02 01:40:16 PDT 2009,NO_QUERY,sjamesu,Having a bad day
0,1557562037,Sun Apr 19 04:51:03 PDT 2009,NO_QUERY,youcollme,I don't want to sleep on the floor anymore But I really can't bitch about it for another 3 weeks. Though I feel like it.
0,1678388482,Sat May 02 06:32:41 PDT 2009,NO_QUERY,georgieluttrell,@stephenstohn no! that's rather upsetting
1,1467841356,Mon Apr 06 22:27:47 PDT 2009,NO_QUERY,marie_censored,"just had a real good moment. i missssssssss him so much,"
1,1548888153,Fri Apr 17 22:17:45 PDT 2009,NO_QUERY,Kateastrophe88,"@Debgraper thanks deb, even if you did get me sick I still love you anyway"
0,1469164863,Tue Apr 07 05:27:13 PDT 2009,NO_QUERY,phoebeleung,SAT homework
1,1557632685,Sun Apr 19 05:13:47 PDT 2009,NO_QUERY,phroghollow,Adele got me some Pfefferneuse biscuits today
0,1752342180,Sat May 09 21:39:51 PDT 2009,NO_QUERY,kateefacee,"oh, my brain fell out earlier. because i've been studying since . . . 1. ya. ON A FRIGGEN SATURDAY. boo to finals."
1,1469130334,Tue Apr 07 05:19:18 PDT 2009,NO_QUERY,CarlKnibbs,If you are reading this. Shouldn't you be doing some work
0,1694898082,Mon May 04 04:31:54 PDT 2009,NO_QUERY,TapeLaLaLa,Ok so i found food cracker's with only butter cause there is no chesses and tea x
0,1759084466,Sun May 10 18:25:33 PDT 2009,NO_QUERY,NoAddition,@Itsmadeofstring awwww but i wanted to be cool like you
1,1691051241,Sun May 03 16:59:03 PDT 2009,NO_QUERY,SBailey7,"@thismaycy - So, you want to find the answer on your own?"
0,1695054004,Mon May 04 05:03:17 PDT 2009,NO_QUERY,andiect,still needs access to geoplot to finish the geophysics report
0,1755276206,Sun May 10 08:43:15 PDT 2009,NO_QUERY,KurtTracy,@msfragility fuckkk record it if you can next time! all it said was the rocker? someone told me it said douche bag!
1,1677537522,Sat May 02 02:36:52 PDT 2009,NO_QUERY,steph_25,carn the blues!!
0,1685163022,Sat May 02 23:17:16 PDT 2009,NO_QUERY,LucasS,Mandatory airport tweet - flight delayed
1,1693917125,Mon May 04 00:17:29 PDT 2009,NO_QUERY,suyuen,Half way through my first day at internship. Not bad so far
0,1469024364,Tue Apr 07 04:53:16 PDT 2009,NO_QUERY,jenncastle,@ChrisInBoston Baston... that sucks dude. {{sending happy thoughts your way}}
0,1695440431,Mon May 04 06:08:33 PDT 2009,NO_QUERY,luckydaisy03,i really dont like twitter
0,1753891553,Sun May 10 03:59:31 PDT 2009,NO_QUERY,tori456,@aimzx_x just cos its so early yeah havnt done that either......fail lol. been driving today?
0,1573342477,Tue Apr 21 00:44:16 PDT 2009,NO_QUERY,seanbell,Time to sleep - gotta be up in 4 hours for a dentist appointment.
0,1685826523,Sun May 03 02:17:07 PDT 2009,NO_QUERY,bmn,@ozdj well it doesn't have a RWC and isn't rego'd. Getting it done on Tues (mon is a holiday in qld). So.... no driving this wknd
1,1559069492,Sun Apr 19 10:10:31 PDT 2009,NO_QUERY,nataliepatalie0,"@dcaston760 We actually went out to Chinatown, La on a whim lol. What are you guys doing today? I'm craving Roscoes yumms"
0,1753880189,Sun May 10 03:55:55 PDT 2009,NO_QUERY,iVocabulary,The person said I didn't answer her mail... But I always answer mails and can't find a complaint about it I am sad
1,1558506715,Sun Apr 19 08:35:09 PDT 2009,NO_QUERY,djaaries,@shayg251202 huh...?? U lost me...Jerz...? I'm in ATL somebodys tryin to have 2 many convos @ 1 time...&quot;newbie&quot;..lol
1,1687280189,Sun May 03 08:16:08 PDT 2009,NO_QUERY,lcaller,"@ksymmonds indeed , that why i'm starting to run now"
1,1677536418,Sat May 02 02:36:28 PDT 2009,NO_QUERY,SarahSaner,@michaelgrainger Hugs U speechless yeh I called you a fucker! Thats a very endearing term in the way I say it! hee hee xx
1,1686042004,Sun May 03 03:27:02 PDT 2009,NO_QUERY,tonebeats123,@Eighty4TheBoss Cool
0,1755366948,Sun May 10 08:57:35 PDT 2009,NO_QUERY,nvanwalk,ANOTHER DAY AT WORK
0,1555789924,Sat Apr 18 20:42:02 PDT 2009,NO_QUERY,soccergalpr,Cant wait to go to the NEW Yankee Stadium tommmmorow. I misss you alex.
0,1553135973,Sat Apr 18 13:28:07 PDT 2009,NO_QUERY,krapposelli,@Irish1974 Finally home. No cute guys.
0,1685100499,Sat May 02 23:03:55 PDT 2009,NO_QUERY,tjsmommabear,"@NorahKnits Oh, sorry to hear that!! Bread fail, playdate fail, knit fail. Jeezus."
1,1686662983,Sun May 03 06:19:25 PDT 2009,NO_QUERY,AAWMAN,"@MISSMYA ...Miss Mya u gotta get sleep. ...come on, just 2 hours ...jus do it"
0,1753134578,Sun May 10 00:16:15 PDT 2009,NO_QUERY,FlatFootFox,"On the flip side, I've been packing for hours and I think if I had to stand up for much longer I'd probably start falling over. Foot fail"
1,1692639928,Sun May 03 20:26:33 PDT 2009,NO_QUERY,courtneycarolyn,"@oogianaoo I did see that picture, I even saved it to my photobucket"
0,1752073664,Sat May 09 20:59:24 PDT 2009,NO_QUERY,umbrage3,jesus it's early!
1,1559192288,Sun Apr 19 10:30:17 PDT 2009,NO_QUERY,ash_zx,see ya all later ciao xoxo
1,1573025055,Mon Apr 20 23:25:37 PDT 2009,NO_QUERY,Meghan_xoxo,@MussoMitchel YAY UK I demaanded that please come to London
0,1551294217,Sat Apr 18 08:40:19 PDT 2009,NO_QUERY,tompsk,Working and Derby are losing and its sunny outside ( bummer...
0,1563994769,Mon Apr 20 01:14:21 PDT 2009,NO_QUERY,bigbillyclark,SUNDAY FUNDAY has come to an end. AHHH FOOOEY!! Gotta sleep now &amp; take my boy to the airport dumb early!. The things I do 4 friends!
0,1565432520,Mon Apr 20 06:44:41 PDT 2009,NO_QUERY,itseizeyou,"Really need help with my graphics card. Can someone help? Intel(R) 82945G Express Chipset Family black screens. Tried updating, no go."
1,1686184780,Sun May 03 04:12:31 PDT 2009,NO_QUERY,OakleyMansell,61 more days till holidays countdowns on!!!!!
0,1677235490,Sat May 02 01:04:16 PDT 2009,NO_QUERY,heloloser,@loopylou15 thanks (:..... im bored now though
0,1759429449,Sun May 10 19:11:34 PDT 2009,NO_QUERY,lmata,@LLALaurie The chines bor/sis team... the death mom and sonteam were in the lea nut he got stumped jn the final road block
1,1692450852,Sun May 03 20:01:25 PDT 2009,NO_QUERY,wolf_lover_12,@OreoWolf Thanks for playing my song! EVeryone needs to go to OreoWolfs site and request songs http://www.bladeradio.com/home.html
0,1677748917,Sat May 02 03:46:26 PDT 2009,NO_QUERY,Kidd99,"Off work already, lack of work taking a nap n then who knows!"
1,1559068074,Sun Apr 19 10:10:17 PDT 2009,NO_QUERY,Moonflowerchild,@domcoke I've been wanting to see it. Now I'll have something to do while @bobbroughton is in Twitterville
1,1677750797,Sat May 02 03:47:07 PDT 2009,NO_QUERY,oliverpalmer,"@SilkCharm just read your article in the smh, interesting stuff and I particularily like the graphic! A monitor straight out of 1995!!!"
0,1685208312,Sat May 02 23:27:35 PDT 2009,NO_QUERY,jesswalks,@pjwal - page doesn't exist
1,1553523824,Sat Apr 18 14:29:54 PDT 2009,NO_QUERY,tequilakitty,@NoOrdinaryGurl I think I have one to many of those lol
0,1573511982,Tue Apr 21 01:31:10 PDT 2009,NO_QUERY,monkeycat_fever,@andrealucia yo BZ i miss you fool. we spend a glorious day in LA together and then you treat me like TRASH I SEE HOW IT IS. HO. lol
1,1557469691,Sun Apr 19 04:18:30 PDT 2009,NO_QUERY,amyiles,in my house and just woke up
0,1558504969,Sun Apr 19 08:34:51 PDT 2009,NO_QUERY,kornelijja,@csiriano I hate flying too
1,1553209696,Sat Apr 18 13:39:37 PDT 2009,NO_QUERY,billyhe,Siting at a table next to @tomippen in Mo:Lï¿½. Hi Tom~~~
1,1678387458,Sat May 02 06:32:29 PDT 2009,NO_QUERY,smurfetterox86,@WeTheTRAVIS Yum! That sounds so good!
0,1793063997,Thu May 14 01:14:06 PDT 2009,NO_QUERY,babskidoodles,wants Green Tea Latte with lots and lots of milk (griltongue) http://plurk.com/p/tpnuc
1,1558116793,Sun Apr 19 07:19:19 PDT 2009,NO_QUERY,callmaggie,"@JanetRoper Have a fun day hope u get it all done, I have a very similar list"
0,1792882573,Thu May 14 00:34:28 PDT 2009,NO_QUERY,ghostsspirits,"Since they were all underage, no one wanted to admit they were at this party, so her friends left her there to die. she died...."
0,1678654077,Sat May 02 07:21:30 PDT 2009,NO_QUERY,FarmersMarketN1,@WCIA3News neg articles what about reporting of postives like new farmersmarket based local vendors brings jobs 2 community members
0,1563640149,Sun Apr 19 23:37:53 PDT 2009,NO_QUERY,goldas,@jAyIzMeE Send me something back
0,1693237355,Sun May 03 21:57:00 PDT 2009,NO_QUERY,galsara,I can't find Celeste on here.
0,1556754894,Sun Apr 19 00:11:22 PDT 2009,NO_QUERY,rosabette,my mom and i had a fight
1,1677875687,Sat May 02 04:27:13 PDT 2009,NO_QUERY,jonkolbe,"@felix85 No, a sword sounds domestic for Ireland. A Winchester sounds domestic for the US and a knife sounds domestic for Italy."
0,1692890025,Sun May 03 21:01:48 PDT 2009,NO_QUERY,iSasha,@GooeyLouie Why are you FML'ing....Im the last single girl on the face of the planet waa waa
1,1573027096,Mon Apr 20 23:26:06 PDT 2009,NO_QUERY,tiffanicolai,is busy with her new HPmini
1,1686334642,Sun May 03 04:57:54 PDT 2009,NO_QUERY,HOLLYMATE,I can't stop laughing at this bahahaaaaa! http://twitpic.com/4h3qk
1,1678492212,Sat May 02 06:52:54 PDT 2009,NO_QUERY,MandSCerealFace,"I'm just listening to a tears in heaven cover, the song makes me feel very sad - i really need to put some happy music on!"
0,1695105270,Mon May 04 05:13:01 PDT 2009,NO_QUERY,terrance_b,@denouncer Me too
0,1760271347,Sun May 10 21:05:30 PDT 2009,NO_QUERY,LissaTSM,"My Dad, who is my medic, keeps telling me I'm going to lose my arm some day &amp; I want hit him in his stupid face. Grrr! Also I can't sleep"
1,1573686166,Tue Apr 21 02:21:40 PDT 2009,NO_QUERY,danibright,"No probs, u asked to be retweeted , I am happy to oblige"
1,1677658877,Sat May 02 03:16:52 PDT 2009,NO_QUERY,tdholyhoodlum,Chloe's party tpoday v.excited
0,1687552802,Sun May 03 09:00:03 PDT 2009,NO_QUERY,blackkotae,@ImAaronJ I'm afraid to see it now.
0,1759265777,Sun May 10 18:50:03 PDT 2009,NO_QUERY,FollowAnoopYay,@DavidArchie Wow! I wanna see you David! but sadly I can't make it to your concert.
1,1693633279,Sun May 03 23:12:34 PDT 2009,NO_QUERY,TomboyMagazine,@bwvalentine Thank you I didn't think so either
0,1686530154,Sun May 03 05:49:03 PDT 2009,NO_QUERY,mopars0,"@JulesFletcher yeah, without writing a book....marriage problems !"
0,1678362258,Sat May 02 06:27:38 PDT 2009,NO_QUERY,YBenzO,sitting here wondering how my checking acct bal goes down so fast
1,1565363637,Mon Apr 20 06:34:35 PDT 2009,NO_QUERY,MeganBreAnne,is juggling two twitters at one lol that is talent. haha
0,1558004849,Sun Apr 19 06:54:51 PDT 2009,NO_QUERY,vlynnpwitz,"Really bent, just ate breakfast, gonna go back to sleep probably. cute boys come over and cuddlee"
1,1554016677,Sat Apr 18 15:50:23 PDT 2009,NO_QUERY,sweet_beats,"Home again. Had an amazing time at Tango last night. My mistress smiled apon me, and a beautiful man smiled with me."
1,1556168386,Sat Apr 18 21:52:20 PDT 2009,NO_QUERY,julielaufer,I had a really really good day
1,1677940419,Sat May 02 04:46:42 PDT 2009,NO_QUERY,MeKFly92,@ SarahK_13 hey where is the pic of the pie???? The one whit me ?! ;-)
0,1677259175,Sat May 02 01:10:47 PDT 2009,NO_QUERY,NixyValentine,Thank you @dpbkmb and @inkgypsy for the #followfriday! I wasn't here most of the day so I didn't get to make my list.
0,1754758486,Sun May 10 07:17:50 PDT 2009,NO_QUERY,jlagrassa,@thomleaman oh poo! we leave for Croatia that day or else we'd be well up for it
1,1676224657,Fri May 01 21:25:59 PDT 2009,NO_QUERY,LittleLisaMusic,@mcblaze80 Just got it TODAY!!! I'm scared to really play it because it's so new and pretty - I don't want to hurt it or scratch it. lol
0,1557104769,Sun Apr 19 02:02:10 PDT 2009,NO_QUERY,kimbarweee,@sofiesunshine god knowss i was fine when i went to bed and now i havent stop being sick since 4 =[ it's horribleee
1,1469419915,Tue Apr 07 06:19:35 PDT 2009,NO_QUERY,insearchofnkotb,@stbalkcom do u know ur joe is on here now?
1,1573631868,Tue Apr 21 02:05:40 PDT 2009,NO_QUERY,xbetween,"(via @mundens) @ferrouswheel #Kidneythieves : sounds ike a cross between Manson, NiN, &amp; Garbage! http://twitter.com/mundens/statuses/ ..."
1,1573131155,Mon Apr 20 23:50:47 PDT 2009,NO_QUERY,mundee88,Resting from a big day of college
1,1685854232,Sun May 03 02:26:05 PDT 2009,NO_QUERY,janellybear,eatin with carlos cuz he wants to hang out with me!!!
1,1468072141,Mon Apr 06 23:33:47 PDT 2009,NO_QUERY,Croc_Hunteress,Is going to Origin I &amp; III oh yeah thankyou Mr Rudd. Flights accom tickets. Can't wait!!
0,1752560773,Sat May 09 22:16:08 PDT 2009,NO_QUERY,stilldabaddest,"@boomartins MISS U TOO, MY BOO"
0,1564332179,Mon Apr 20 02:58:12 PDT 2009,NO_QUERY,p5ym0n,"The window I sit near in the office looks onto a golf course, which is putting me on a right downer cos it's sooo nice outside today"
0,1791999629,Wed May 13 21:47:36 PDT 2009,NO_QUERY,josephbrady,Sorry folks... Blip FM won't create the links I can't &quot;serenade&quot; you this evening...
0,1752563830,Sat May 09 22:16:40 PDT 2009,NO_QUERY,thedude3,"Sweetest girl came out in mp4, I need 3gp for sidekick maybe get it later? http://vixy.net download 3gp from Youtube (not Google Video.)"
1,1553705908,Sat Apr 18 14:59:35 PDT 2009,NO_QUERY,UrbanWiseWifey,@coffeemaverick wow! i can smell the coffee coming off of this page! thanks for the follow - i'm following you #MuchLove for coffee!
1,1564734011,Mon Apr 20 04:43:56 PDT 2009,NO_QUERY,maribelmade,"16 watchers on Toby's guitar, asking price bid and still two days of auction. Yay, ebay and @nicky_t for the rec!!"
1,1686930136,Sun May 03 07:14:48 PDT 2009,NO_QUERY,McZoe,"so, so happy right now barnsley survive, i have beer &amp; i'm seeing mcfly again tonight!! good times"
1,1565046265,Mon Apr 20 05:44:37 PDT 2009,NO_QUERY,philhagen,"@PhilStratton Self-promo indeed Our current provider has been incredibly reliable, tho I don't have uptime stats. 3yr w/o major issues"
0,1685573338,Sun May 03 01:00:46 PDT 2009,NO_QUERY,Kuriboi2k6,@brightondoll ROFL really? Such a classic! I've been jammin 90s music all day. I miss the 90s
0,1551644875,Sat Apr 18 09:36:05 PDT 2009,NO_QUERY,jesthestar,@Eshcii Aw me too
0,1680773155,Sat May 02 12:27:46 PDT 2009,NO_QUERY,UTFanatic15,@staceycraighead sounds like fun! I'm finally going to the city at the end of May. I'm sad I'm gonna miss all of my Princeton peeps
0,1557327532,Sun Apr 19 03:25:28 PDT 2009,NO_QUERY,FrightningBolt,Is going to be sad to leave the beautiful barn she has been staying at in Norfolk This weekend has been total bliss!
0,1556328680,Sat Apr 18 22:25:28 PDT 2009,NO_QUERY,youngJFK,@katiep68 @3rika Might have to make the next Taco Sunday. Got a story to finish and tonight's not looking too promising
0,1677343810,Sat May 02 01:35:39 PDT 2009,NO_QUERY,CraigBrake,"Woop-Dee-Do bassell, but what does it all mean? It means your going to miss the hatton fight"
0,1573964311,Tue Apr 21 03:40:47 PDT 2009,NO_QUERY,grainuaile,bank holiday comedown
1,1678151346,Sat May 02 05:42:18 PDT 2009,NO_QUERY,Lucyy_x3,"@ddlovato .ahh, Im scared about swine flu too. its like &quot;level 5&quot; or something. don't know what it means though. haha. England loves youu"
0,1695022453,Mon May 04 04:57:21 PDT 2009,NO_QUERY,NickDonovan,mum and dad are going to bournemouth on Thursday till tuesday.. xx
0,1792262354,Wed May 13 22:37:26 PDT 2009,NO_QUERY,mojojay,@cybele_m Pneumothorax? Poor kitty.
1,1687529670,Sun May 03 08:56:22 PDT 2009,NO_QUERY,EarvinD,"I love waking up to the sound of the ocean, what a gorgeous morning!"
0,1686616731,Sun May 03 06:09:06 PDT 2009,NO_QUERY,BluWhiteJulie,"...Pens &amp; Canucks, the teams I was cheering for yesterday lost"
1,1693296950,Sun May 03 22:07:12 PDT 2009,NO_QUERY,andreatangg,"at kitty house except that xani is here too, she smells so bad that even her family ran away from her, tsk tsk."
1,1691015087,Sun May 03 16:54:05 PDT 2009,NO_QUERY,crushe,@DavidArchie Hi David! I ordered a shirt that says 'Krissy's heart belongs to David Archuleta' haha its awesome!!
0,1751059588,Sat May 09 18:34:11 PDT 2009,NO_QUERY,quserenity,"I'm laying down on the bed, thinking about past, present, future. Future excites me. Present bores me, and the past saddens me"
0,1556263150,Sat Apr 18 22:11:35 PDT 2009,NO_QUERY,AnnaRenardo,frankie had nonnas and now i really want some
0,1793585205,Thu May 14 03:15:19 PDT 2009,NO_QUERY,xyedolor,IS TIRED
0,1686923829,Sun May 03 07:13:33 PDT 2009,NO_QUERY,john4pod,well the pace group finished but no rico
1,1686409470,Sun May 03 05:18:19 PDT 2009,NO_QUERY,_Bi_,@noliai @shesroyaltee woo me wanna watch too! i &lt;3 bumblebee
0,1557122512,Sun Apr 19 02:08:14 PDT 2009,NO_QUERY,tiniwinski,can't find a good font to fit the domain name. http://plurk.com/p/oyk5h
0,1694011495,Mon May 04 00:41:17 PDT 2009,NO_QUERY,bliitz,@krystalhampton hate it when that happens..how are the babies?
1,1470153235,Tue Apr 07 08:30:24 PDT 2009,NO_QUERY,ycandybrooklyn,ok. i'll finish my paper and watch gossip girl
1,1557137024,Sun Apr 19 02:13:25 PDT 2009,NO_QUERY,spiller2,@dtcdeals good to hear!
0,1792126486,Wed May 13 22:11:56 PDT 2009,NO_QUERY,meganhcarver,needs a cuddle...
0,1470121124,Tue Apr 07 08:24:39 PDT 2009,NO_QUERY,WalkingHorse,@stephenkruiser So sorry about your dog.
1,1556761400,Sun Apr 19 00:13:15 PDT 2009,NO_QUERY,GuitarKat,"I'm seriously really tired. Lots of fun today, but also a lot of work done. Victory!"
1,1685346768,Sun May 03 00:00:16 PDT 2009,NO_QUERY,Malloryxx,"After a big night last night, i'm gonna relax and watch some one tree hill hehehe, again..yepyep. &lt;3"
0,1694274795,Mon May 04 01:52:38 PDT 2009,NO_QUERY,AshleyGregg,misses my drunk friend who is always online late at night when nobody else is.
0,1556440486,Sat Apr 18 22:50:54 PDT 2009,NO_QUERY,amykay1,@angieODT79 I don't think that we're going to make it tonight girls... but we did our best @dannywood would be proud!!
0,1793582660,Thu May 14 03:14:47 PDT 2009,NO_QUERY,smarchak,is awake and my neck is hurting
1,1468036408,Mon Apr 06 23:22:42 PDT 2009,NO_QUERY,JoannDEvans,I just made the most amazing Banana Bread
0,1548637158,Fri Apr 17 21:31:19 PDT 2009,NO_QUERY,amberwhiting,"Soooo full! And surrounded by dragons fans yay, but I still wish I was at tuggerah"
1,1685966926,Sun May 03 03:02:10 PDT 2009,NO_QUERY,thejonson,"@photobox ordered 2 30x20 prints, can't wait to see them, they're as big as my TV"
0,1676772742,Fri May 01 23:08:37 PDT 2009,NO_QUERY,drop_d,COD5 don't work on my windows 7 beta
1,1692748491,Sun May 03 20:41:32 PDT 2009,NO_QUERY,morgannn11,Mmm oreos and shia... Perfect
1,1556704595,Sat Apr 18 23:57:40 PDT 2009,NO_QUERY,eldarmnoo,@mileycyrus miley i love you so much you are so funny you're the best xD
1,1565800561,Mon Apr 20 07:34:52 PDT 2009,NO_QUERY,XoXCasseeXoX,at school...massively bored. Happy 420!! i hope everyone has a very good day! &lt;3
1,1565430416,Mon Apr 20 06:44:24 PDT 2009,NO_QUERY,JDWade,@paulschaeflein maybe or just general rudeness I am literally stuck here stopped so Twitter keeping me from boredom
1,1565330864,Mon Apr 20 06:29:50 PDT 2009,NO_QUERY,angelixight,Going to school now! ttyl!
1,1468324755,Tue Apr 07 00:59:04 PDT 2009,NO_QUERY,mathiasknutsson,For once thankful to our government for spending my hard-earned money (but I still don't want their hands in my pockets... )
0,1685510943,Sun May 03 00:43:08 PDT 2009,NO_QUERY,sbrozee,UGH! I hate spiders!!! Why god made them idk? To give me heart attacks. Great now my chest is gonna hurt and I'm paranoid.
0,1680849994,Sat May 02 12:38:24 PDT 2009,NO_QUERY,JasonClark22,I wish i was at Bamboozle Stupid Zoomies! !CSWS!
0,1754651014,Sun May 10 06:58:13 PDT 2009,NO_QUERY,LeahMarie92,Recovering from the flu
1,1676736259,Fri May 01 23:00:52 PDT 2009,NO_QUERY,PlaneMad,@ashivasubramani but sharing ideas over mail is just way too slow. its like a blog vs twitter
1,1469785679,Tue Apr 07 07:24:52 PDT 2009,NO_QUERY,galaxia416,"Yay, I'm getting more RAM for my work computer!"
1,1554016436,Sat Apr 18 15:50:21 PDT 2009,NO_QUERY,rissriss12,@billiepiper Just want to wish you luck with the cheese-dreams! Think happy thoughts before bed lol - maybe read a book?
0,1677479386,Sat May 02 02:17:44 PDT 2009,NO_QUERY,bthaxor,i'm so screwed for sd test on monday
1,1557457480,Sun Apr 19 04:14:04 PDT 2009,NO_QUERY,Golddd,hating PC's and human kinds.Well not hating on human kinds just dislike.
1,1679384367,Sat May 02 09:13:32 PDT 2009,NO_QUERY,whiteblouse,@durtymo nothing much! getting ready to enjoy the great outdoors!
0,1557470621,Sun Apr 19 04:18:51 PDT 2009,NO_QUERY,lukebarker,"On way home to glorious LEEDS! London was nice though, gonna miss the hugz"
1,1557527883,Sun Apr 19 04:39:13 PDT 2009,NO_QUERY,articsky,"first bikeride of the year, felt good"
1,1558345865,Sun Apr 19 08:05:07 PDT 2009,NO_QUERY,ChrisGosnell,Updated my &quot;about&quot; page of my website. Have a little lookie-loo www.chrisgosnellphoto.com
0,1753461951,Sun May 10 01:45:28 PDT 2009,NO_QUERY,mac_kix_windoze,"@robgt2 curtains open now so yes, tis qhere too! Today is: finish housework, go to tesco, cook dinner. S working today"
1,1573857111,Tue Apr 21 03:11:01 PDT 2009,NO_QUERY,thepornguy,has Jenna Jameson on his desktop. Makes work so much nicer
0,1677914763,Sat May 02 04:39:10 PDT 2009,NO_QUERY,GoldCoastGirl,HEADS UP TWITTER LAND -- I'm going to be QUIET (almost too quiet?) from Sunday thru Thursday this week. Work trip. No Internet
1,1565956683,Mon Apr 20 07:55:06 PDT 2009,NO_QUERY,gold_haeja,@chattyx hi chattyloves *muah*
1,1557681568,Sun Apr 19 05:29:14 PDT 2009,NO_QUERY,RainbowLights,"@xDinna more blog smilies! Maybe some other content you could consider adding is...brushes? For Gimp, Photoshop, etc."
1,1556941389,Sun Apr 19 01:07:53 PDT 2009,NO_QUERY,WatariGoro,"@geewhy Yeah! The Waffledogs were worth waiting for! And, I got a pic of &quot;Mr. Waffledog&quot;, too!"
1,1686252061,Sun May 03 04:33:17 PDT 2009,NO_QUERY,Yockers123,loves the bright pink wristband
1,1558532917,Sun Apr 19 08:39:57 PDT 2009,NO_QUERY,GregoryGorgeous,I love sleeping in and just looking outside from in my bed Cora's for breakfasssstt!
0,1755432891,Sun May 10 09:07:32 PDT 2009,NO_QUERY,fotoboi5,@Okini LOL we here in Canada haven't even experience summer yet but I can't wait for the pre fall
0,1753094283,Sun May 10 00:06:34 PDT 2009,NO_QUERY,DVDBoxSet,"@VoVat I get horny every seven minutes, so I guess Spock and I make a bad couple"
1,1468757587,Tue Apr 07 03:34:18 PDT 2009,NO_QUERY,byanka82,is happy her portable is back in business
1,1468885123,Tue Apr 07 04:14:16 PDT 2009,NO_QUERY,D_Rox,@soulpowr G'morning...
1,1468639849,Tue Apr 07 02:53:40 PDT 2009,NO_QUERY,NikkolaD,"@_lilyxo hahahaha, i will i will but how black am i gonna be when i get back true and my hair is gonna be like blonde as! yipeeeee"
1,1563637624,Sun Apr 19 23:37:15 PDT 2009,NO_QUERY,sandrawandra123,@AubreyODay.... Cassandra (480)-824-8537. please and thank you
1,1564281534,Mon Apr 20 02:42:47 PDT 2009,NO_QUERY,fitzgibbon,"Ewww! Watery tea! The bag should be brewed for more than 2 seconds, people!"
1,1469817917,Tue Apr 07 07:30:31 PDT 2009,NO_QUERY,BrandMktg,Evacuated from apt building due to fire Sun (all are safe) - returning today
0,1753547791,Sun May 10 02:11:24 PDT 2009,NO_QUERY,JeszylBaybee,"i caree wayyyyyyyyy too much. filing this down as argument 543,763,085,042"
0,1687177645,Sun May 03 07:59:31 PDT 2009,NO_QUERY,TheIllustrator,@HodgePodgery I can't afford an iPhone yet. *snif sniff*
0,1770895310,Mon May 11 22:33:21 PDT 2009,NO_QUERY,Danniiielle,Night y'all ... Still sad
1,1687154663,Sun May 03 07:55:32 PDT 2009,NO_QUERY,Kaitlin2_2,@snackiepoo i love pony tails .. and i have to work .. which means .. i HAVE to rock one
0,1759461908,Sun May 10 19:15:51 PDT 2009,NO_QUERY,cyrakirsten,Good morning!!! got a lot of things to do today no tweets till 3pm?? i think so.. =(
1,1573492290,Tue Apr 21 01:25:39 PDT 2009,NO_QUERY,chrisoakley,@soccerlens At the moment I'm thinking 'Nutmeg White'... but I'll take yellow at a push.
1,1551272386,Sat Apr 18 08:36:41 PDT 2009,NO_QUERY,anniyosh,watching the best show ever....the OC. lovvveee seth cohen
0,1760073296,Sun May 10 20:36:14 PDT 2009,NO_QUERY,HillaryMosca,I epically fail at fan dancing.
1,1564040297,Mon Apr 20 01:28:04 PDT 2009,NO_QUERY,YaelJonasx3,"@Sharlinex3 Yep, and guess what? I`m still on the same page of my story. LOL!"
0,1755124459,Sun May 10 08:19:21 PDT 2009,NO_QUERY,mrs_brigthside,I've got sore throat! I'm sure it's because I walked in the rain yesterday
0,1557829877,Sun Apr 19 06:11:29 PDT 2009,NO_QUERY,muslimscribbler,what a stressful day at the office...
0,1563537762,Sun Apr 19 23:13:11 PDT 2009,NO_QUERY,rach210,"@BensonGoesRawrr not really, just upset, got dressed to go out somewhere, then got back into bed for no reason, im being a bit of a sook"
1,1565231061,Mon Apr 20 06:14:44 PDT 2009,NO_QUERY,StayStay,"power keeps going out at work, so I refuse to do anymore real work today. Let it stay out the next time PLEASE! Let the lightning roar!"
0,1573144187,Mon Apr 20 23:54:02 PDT 2009,NO_QUERY,noogsie,can't sleep; heartburn sucks
0,1685796792,Sun May 03 02:07:38 PDT 2009,NO_QUERY,Dragontamerno3,Cap'ns making fun of my story. -Steffy-
0,1563524821,Sun Apr 19 23:10:11 PDT 2009,NO_QUERY,danbooke2001,Trying to find friends on Twitter
1,1469474637,Tue Apr 07 06:29:41 PDT 2009,NO_QUERY,Rawr_hayley,"I am bored out of my brains, someone please shoot me before I shoot Martin."
1,1677055388,Sat May 02 00:16:02 PDT 2009,NO_QUERY,inapotamus,http://twitpic.com/4e3mp - When i get bored on a friday night.. I create
1,1468295499,Tue Apr 07 00:48:30 PDT 2009,NO_QUERY,Fotomaf,"@greenshines si, por favor!!"
